,audio_clipping,audio_clipping:confidence,background_noise_audible,background_noise_audible:confidence,overall_quality_of_the_audio,quiet_speaker,quiet_speaker:confidence,speaker_id,file_download,file_name,phrase,writer_id,prompt
10,no_clipping,1.0,light_noise,1.0,3.33,audible_speaker,1.0,44197979,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44197979_23991689.wav&key=test_key_TISTK,1249120_44197979_23991689.wav,I have a sharp pain in my lower stomach.,14026697,Stomach ache
11,no_clipping,1.0,no_noise,1.0,3.67,audible_speaker,1.0,40401830,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40401830_91347010.wav&key=test_key_TISTK,1249120_40401830_91347010.wav,i have a knee pain when i walk a lot,21665495,Knee pain
12,no_clipping,1.0,no_noise,1.0,3.0,audible_speaker,1.0,33905644,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_33905644_94419450.wav&key=test_key_TISTK,1249120_33905644_94419450.wav,dr. I feel a strange and powerful pain inside my rib cage,13121046,Heart hurts
13,no_clipping,0.6609,light_noise,0.3391,3.0,audible_speaker,0.6735,44174241,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44174241_12756709.wav&key=test_key_TISTK,1249120_44174241_12756709.wav,Don't cry,44118742,Emotional pain
14,no_clipping,1.0,no_noise,1.0,3.67,audible_speaker,1.0,40663048,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40663048_59137120.wav&key=test_key_TISTK,1249120_40663048_59137120.wav,I have for dia,44130352,Heart hurts
15,no_clipping,1.0,light_noise,0.3416,4.0,audible_speaker,0.6716,43105396,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43105396_81563216.wav&key=test_key_TISTK,1249120_43105396_81563216.wav,"I used to be out of breath after going up a dozen of stairs, but now I struggle to breath even when I sit down.",44130352,Hard to breath
16,no_clipping,1.0,light_noise,0.6854,3.33,audible_speaker,1.0,44415714,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44415714_12774994.wav&key=test_key_TISTK,1249120_44415714_12774994.wav,I read a book for along time and when I finished reading I feel head ache,43949040,Head ache
17,no_clipping,1.0,no_noise,0.6579,3.33,audible_speaker,1.0,43719934,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43719934_42637884.wav&key=test_key_TISTK,1249120_43719934_42637884.wav,i cant sleep because of cold,44150058,Injury from sports
18,no_clipping,1.0,light_noise,0.6479,3.67,audible_speaker,1.0,43105396,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43105396_85779128.wav&key=test_key_TISTK,1249120_43105396_85779128.wav,My infected wound cause fever,44140394,Skin issue
19,no_clipping,1.0,no_noise,1.0,3.0,audible_speaker,1.0,43719934,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43719934_88984375.wav&key=test_key_TISTK,1249120_43719934_88984375.wav,I lose a lot of my hair,42082009,Body feels weak
20,no_clipping,1.0,no_noise,1.0,4.33,audible_speaker,1.0,43719934,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43719934_66133523.wav&key=test_key_TISTK,1249120_43719934_66133523.wav,i feel dizzy after severe diarrhea,44164300,Feeling dizzy
21,no_clipping,0.6986,light_noise,1.0,3.0,audible_speaker,1.0,39675900,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39675900_84254781.wav&key=test_key_TISTK,1249120_39675900_84254781.wav,I feel a pain in my back,44045955,Back pain
22,no_clipping,1.0,no_noise,0.6892,3.0,audible_speaker,1.0,43719934,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43719934_29460358.wav&key=test_key_TISTK,1249120_43719934_29460358.wav,"Laceration, rupture or opening in the skin",44218005,Open wound
23,no_clipping,0.6438,light_noise,0.6438,3.33,audible_speaker,1.0,39675900,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39675900_33417205.wav&key=test_key_TISTK,1249120_39675900_33417205.wav,My back hurts me and i can't bend it or walk,44150058,Back pain
24,no_clipping,1.0,light_noise,0.6443,3.67,audible_speaker,1.0,38548574,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38548574_48897763.wav&key=test_key_TISTK,1249120_38548574_48897763.wav,My head hurts whenever I try to do something.,44292353,Head ache
25,no_clipping,1.0,light_noise,0.6456,4.0,audible_speaker,1.0,44027675,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44027675_19144041.wav&key=test_key_TISTK,1249120_44027675_19144041.wav,I have dark spots on my skin,44150058,Skin issue
26,no_clipping,1.0,no_noise,0.6944,3.33,audible_speaker,1.0,40401830,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40401830_78987039.wav&key=test_key_TISTK,1249120_40401830_78987039.wav,I feel a sharp pain in my stomach,42082009,Internal pain
27,no_clipping,1.0,light_noise,0.6467,3.0,audible_speaker,0.68,39675900,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39675900_55647543.wav&key=test_key_TISTK,1249120_39675900_55647543.wav,I can't do anything I feel a weak in my body,44045955,Body feels weak
28,no_clipping,1.0,light_noise,0.6475,3.33,audible_speaker,1.0,40663048,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40663048_70883977.wav&key=test_key_TISTK,1249120_40663048_70883977.wav,I have cloudy eyes,44340112,Blurry vision
29,no_clipping,1.0,light_noise,0.6486,3.67,audible_speaker,1.0,29672643,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_29672643_75261138.wav&key=test_key_TISTK,1249120_29672643_75261138.wav,I have a back pain since I turned 70 years old.,40632132,Back pain
30,no_clipping,1.0,light_noise,0.6496,4.0,audible_speaker,1.0,33251186,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_33251186_66147241.wav&key=test_key_TISTK,1249120_33251186_66147241.wav,I tried to put my glasses to see more clear but cant find any change,43318517,Blurry vision
31,no_clipping,1.0,light_noise,0.6498,3.67,audible_speaker,1.0,44027675,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44027675_99323119.wav&key=test_key_TISTK,1249120_44027675_99323119.wav,I feel deep Tingling when I touch Acne followed by bad sensation,43868212,Acne
32,no_clipping,1.0,light_noise,0.65,3.33,audible_speaker,0.6786,43105396,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43105396_93760266.wav&key=test_key_TISTK,1249120_43105396_93760266.wav,My acne gets worse when it is hot,21665495,Acne
33,no_clipping,0.6503,light_noise,0.6503,3.33,audible_speaker,0.6503,38548574,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38548574_37713058.wav&key=test_key_TISTK,1249120_38548574_37713058.wav,Sometimes I feel like a claw on my chest that leaves me breathless.,44130352,Hard to breath
34,no_clipping,1.0,light_noise,0.6503,3.67,audible_speaker,0.6503,43105396,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43105396_31701494.wav&key=test_key_TISTK,1249120_43105396_31701494.wav,my abdominal muscles have great pain since i was at GYM,43793610,Muscle pain
35,no_clipping,1.0,light_noise,0.6599,3.33,audible_speaker,1.0,43105396,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43105396_18466333.wav&key=test_key_TISTK,1249120_43105396_18466333.wav,My back got injured while i was lifting at the gym,44150058,Injury from sports
36,no_clipping,1.0,no_noise,1.0,4.0,audible_speaker,1.0,42554554,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_42554554_91878727.wav&key=test_key_TISTK,1249120_42554554_91878727.wav,my ankle is hurting me,43838565,Joint pain
37,no_clipping,1.0,light_noise,0.6525,3.67,audible_speaker,1.0,44023395,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44023395_102591472.wav&key=test_key_TISTK,1249120_44023395_102591472.wav,I think my wound is infected,21665495,Infected wound
38,no_clipping,1.0,light_noise,0.6533,3.0,audible_speaker,1.0,41336418,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_41336418_98516775.wav&key=test_key_TISTK,1249120_41336418_98516775.wav,i feel pain in my knee,43751808,Knee pain
39,no_clipping,1.0,no_noise,0.6533,3.67,audible_speaker,1.0,44142156,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44142156_33811848.wav&key=test_key_TISTK,1249120_44142156_33811848.wav,My skin is very dry and peeling.,1883056,Skin issue
40,no_clipping,1.0,light_noise,1.0,3.0,audible_speaker,1.0,44023395,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44023395_32770026.wav&key=test_key_TISTK,1249120_44023395_32770026.wav,i can't move my shoulder because of pain,44124309,Shoulder pain
41,no_clipping,1.0,no_noise,0.3451,3.67,audible_speaker,0.6901,43898158,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43898158_20629391.wav&key=test_key_TISTK,1249120_43898158_20629391.wav,when i wake up in the morning i feel dizzy,43838565,Feeling dizzy
42,no_clipping,1.0,light_noise,0.6552,3.67,audible_speaker,1.0,44323331,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44323331_89529293.wav&key=test_key_TISTK,1249120_44323331_89529293.wav,My hair is falling out in huge amount,44118742,Hair falling out
43,no_clipping,1.0,no_noise,0.6552,3.67,audible_speaker,1.0,43918153,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43918153_65721432.wav&key=test_key_TISTK,1249120_43918153_65721432.wav,I have a sharp pain in my neck,44118742,Neck pain
44,no_clipping,0.6555,light_noise,1.0,3.33,audible_speaker,1.0,39675900,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39675900_92774185.wav&key=test_key_TISTK,1249120_39675900_92774185.wav,There is pain in the muscles I do not know caused,43730599,Muscle pain
45,no_clipping,1.0,light_noise,0.6556,3.67,audible_speaker,1.0,43719934,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43719934_72342755.wav&key=test_key_TISTK,1249120_43719934_72342755.wav,I have a problem in the expiration because i have abronchial asthma,44066678,Hard to breath
46,no_clipping,1.0,light_noise,0.6557,3.33,audible_speaker,1.0,29713479,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_29713479_30880664.wav&key=test_key_TISTK,1249120_29713479_30880664.wav,"Every time I make an effort, I felt dizzy.",43772689,Feeling dizzy
47,no_clipping,1.0,no_noise,0.6563,3.33,audible_speaker,1.0,27392644,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_27392644_30360688.wav&key=test_key_TISTK,1249120_27392644_30360688.wav,I have a powerful pain inside my neck,13121046,Neck pain
48,no_clipping,1.0,no_noise,1.0,3.0,audible_speaker,1.0,43719934,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43719934_73877271.wav&key=test_key_TISTK,1249120_43719934_73877271.wav,I have a pain internal,44045955,Internal pain
49,no_clipping,1.0,no_noise,1.0,3.67,audible_speaker,1.0,36929821,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_36929821_22772305.wav&key=test_key_TISTK,1249120_36929821_22772305.wav,chronic disease of hair follicles and sebaceous glands.,44096379,Acne
50,no_clipping,0.6575,light_noise,0.6575,3.33,audible_speaker,0.6575,31349958,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_31349958_55649652.wav&key=test_key_TISTK,1249120_31349958_55649652.wav,I feel a huge emotional pain after I broke up with my girlfriend.,40632132,Emotional pain
51,no_clipping,1.0,light_noise,0.6575,3.67,audible_speaker,1.0,43995026,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43995026_50188564.wav&key=test_key_TISTK,1249120_43995026_50188564.wav,When I stand up too quickly I start to feel dizzy and light-headed,43767396,Feeling dizzy
52,no_clipping,1.0,no_noise,1.0,3.67,audible_speaker,1.0,40663048,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40663048_65421911.wav&key=test_key_TISTK,1249120_40663048_65421911.wav,I often get a sharp pain in my chest and I can't tell what I'm doing that might be triggering it.,19638651,Heart hurts
53,no_clipping,1.0,light_noise,1.0,3.67,audible_speaker,1.0,39438102,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39438102_72804973.wav&key=test_key_TISTK,1249120_39438102_72804973.wav,I have a feeling like my whole body is complaining,44118742,Joint pain
54,no_clipping,1.0,light_noise,0.659,3.67,audible_speaker,1.0,39675900,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39675900_64467464.wav&key=test_key_TISTK,1249120_39675900_64467464.wav,My knee hurts when I play squash,21665495,Knee pain
55,no_clipping,1.0,no_noise,1.0,3.33,audible_speaker,1.0,40663048,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40663048_90892859.wav&key=test_key_TISTK,1249120_40663048_90892859.wav,i can't see well,44124309,Blurry vision
56,no_clipping,1.0,light_noise,0.6597,3.67,audible_speaker,1.0,31349958,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_31349958_45296716.wav&key=test_key_TISTK,1249120_31349958_45296716.wav,I tried alot of cream but i still feel the same skin problem,44118742,Skin issue
57,no_clipping,1.0,no_noise,1.0,3.33,audible_speaker,1.0,40663048,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40663048_96568782.wav&key=test_key_TISTK,1249120_40663048_96568782.wav,It feels like someone stuck a knife into my shoulder,44164300,Shoulder pain
58,no_clipping,1.0,light_noise,1.0,3.0,audible_speaker,1.0,35408915,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35408915_40576364.wav&key=test_key_TISTK,1249120_35408915_40576364.wav,I feel a burning sensation in my shoulder muscle.,38202325,Muscle pain
59,no_clipping,1.0,light_noise,0.6621,3.67,audible_speaker,0.6828,29713479,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_29713479_101179933.wav&key=test_key_TISTK,1249120_29713479_101179933.wav,I cut my foot at the pool and it breaks open every day when I walk on it.,43755034,Open wound
60,no_clipping,1.0,light_noise,0.6621,3.67,audible_speaker,1.0,41087148,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_41087148_65738322.wav&key=test_key_TISTK,1249120_41087148_65738322.wav,My knee catches and hurts when I first stand up after sitting.,43755034,Knee pain
61,no_clipping,1.0,no_noise,1.0,4.0,audible_speaker,1.0,20518958,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_20518958_23074828.wav&key=test_key_TISTK,1249120_20518958_23074828.wav,I cut my hand a couple of weeks ago and even though I keep using an antibiotic cream it's not getting better.,19638651,Infected wound
62,light_clipping,0.3378,light_noise,0.6622,3.0,audible_speaker,0.6622,39675900,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39675900_82352673.wav&key=test_key_TISTK,1249120_39675900_82352673.wav,I feel pain in my shoulders when I write on the keyboard.,40632132,Shoulder pain
63,light_clipping,0.6757,no_noise,0.6757,3.33,audible_speaker,1.0,44027675,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44027675_100349992.wav&key=test_key_TISTK,1249120_44027675_100349992.wav,i have a problem in seeing objects it is too difficult to see,44066678,Blurry vision
64,no_clipping,0.6622,light_noise,0.6622,3.0,audible_speaker,1.0,31349958,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_31349958_25285161.wav&key=test_key_TISTK,1249120_31349958_25285161.wav,glass broken and wound my leg badly the wound is so wide,44088126,Open wound
65,no_clipping,0.6486,light_noise,0.6622,3.33,audible_speaker,1.0,35350617,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_35350617_65750534.wav&key=test_key_TISTK,1249120_35350617_65750534.wav,"I have a blurry vision during my swimming training in the pool, why?",40632132,Blurry vision
66,no_clipping,1.0,no_noise,1.0,3.67,audible_speaker,1.0,43719934,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43719934_36107167.wav&key=test_key_TISTK,1249120_43719934_36107167.wav,I love to walk and be outside but the bottoms of my feet get sore so quickly.,19638651,Foot ache
67,no_clipping,0.6824,no_noise,0.6622,4.0,audible_speaker,1.0,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_38598866.wav&key=test_key_TISTK,1249120_1853182_38598866.wav,I feel pain in my knee when I climb the stairs.,43949040,Joint pain
68,no_clipping,0.6623,light_noise,1.0,3.33,audible_speaker,0.6689,39675900,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39675900_20831554.wav&key=test_key_TISTK,1249120_39675900_20831554.wav,"I get tired too fast, I can barely put on my clothes in the morning.",44130352,Body feels weak
69,light_clipping,0.6624,no_noise,0.6561,3.0,audible_speaker,1.0,38548574,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38548574_80257337.wav&key=test_key_TISTK,1249120_38548574_80257337.wav,My knee hurts when I walk,42082009,Knee pain
70,light_clipping,0.6815,light_noise,1.0,3.0,audible_speaker,1.0,31349958,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_31349958_101101241.wav&key=test_key_TISTK,1249120_31349958_101101241.wav,i can't rotate my neck,44124309,Neck pain
71,no_clipping,0.6627,light_noise,0.6627,4.0,audible_speaker,1.0,44027675,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44027675_27634315.wav&key=test_key_TISTK,1249120_44027675_27634315.wav,My son nicked his neck with an old razor and that spot has become inflamed and looks like it is infected.,43755034,Infected wound
72,no_clipping,1.0,light_noise,1.0,3.33,audible_speaker,1.0,44027675,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44027675_89138183.wav&key=test_key_TISTK,1249120_44027675_89138183.wav,i have a problem in my back i cannot extend it,44066678,Back pain
73,no_clipping,0.6631,no_noise,1.0,3.0,audible_speaker,1.0,30766630,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_30766630_56064697.wav&key=test_key_TISTK,1249120_30766630_56064697.wav,I can't walk because i have a great foot ache,44150058,Foot ache
74,no_clipping,1.0,no_noise,0.6717,4.0,audible_speaker,1.0,27392644,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_27392644_90841863.wav&key=test_key_TISTK,1249120_27392644_90841863.wav,My heart is beating fast and it scares me.,1883056,Heart hurts
75,no_clipping,1.0,light_noise,0.6635,3.0,quiet_speaker,0.6635,43105396,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43105396_90991239.wav&key=test_key_TISTK,1249120_43105396_90991239.wav,I used to have acne when I was 15 years old,43949040,Acne
76,no_clipping,1.0,no_noise,0.6653,3.33,audible_speaker,1.0,43105396,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43105396_57267134.wav&key=test_key_TISTK,1249120_43105396_57267134.wav,My muscles in my lower back are aching.,44140394,Muscle pain
77,no_clipping,1.0,no_noise,1.0,3.67,audible_speaker,1.0,40663048,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_40663048_75362840.wav&key=test_key_TISTK,1249120_40663048_75362840.wav,My shoulder muscle hurts when I try to reach up.,38202325,Muscle pain
78,no_clipping,1.0,light_noise,1.0,3.33,audible_speaker,1.0,39675900,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_39675900_44857929.wav&key=test_key_TISTK,1249120_39675900_44857929.wav,I feel heart pain when I walk a lot,21665495,Heart hurts
79,no_clipping,0.7017,light_noise,1.0,3.0,audible_speaker,1.0,44023395,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44023395_39563768.wav&key=test_key_TISTK,1249120_44023395_39563768.wav,My hair is falling out in huge amount,44118742,Hair falling out
80,no_clipping,1.0,no_noise,0.6711,3.33,audible_speaker,1.0,6338946,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_6338946_35137575.wav&key=test_key_TISTK,1249120_6338946_35137575.wav,I feel a pain in my back,44045955,Back pain
81,no_clipping,1.0,no_noise,1.0,3.33,quiet_speaker,0.6648,27392644,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_27392644_71854860.wav&key=test_key_TISTK,1249120_27392644_71854860.wav,My skin is itchy and inflamed,14026697,Skin issue
82,no_clipping,0.6813,light_noise,0.6651,3.67,audible_speaker,1.0,43105396,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43105396_40885347.wav&key=test_key_TISTK,1249120_43105396_40885347.wav,i can't see well,44124309,Blurry vision
83,no_clipping,1.0,light_noise,0.6659,3.33,audible_speaker,1.0,31349958,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_31349958_99274194.wav&key=test_key_TISTK,1249120_31349958_99274194.wav,I have a cold and it makes me cough alot,44118742,Cough
84,no_clipping,1.0,light_noise,0.6663,3.67,audible_speaker,1.0,31349958,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_31349958_75030259.wav&key=test_key_TISTK,1249120_31349958_75030259.wav,I have a dry throat,43913997,Cough
85,no_clipping,1.0,no_noise,0.353,3.67,audible_speaker,0.647,29672643,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_29672643_84613593.wav&key=test_key_TISTK,1249120_29672643_84613593.wav,I'm not hearing well I have problem with my ear,44045955,Ear ache
86,light_clipping,0.6667,light_noise,0.6667,3.0,audible_speaker,0.6667,44263136,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44263136_64809479.wav&key=test_key_TISTK,1249120_44263136_64809479.wav,My foot is hurting so much.,34987462,Foot ache
87,light_clipping,0.6599,no_noise,0.6667,3.33,audible_speaker,0.6599,38548574,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_38548574_83463570.wav&key=test_key_TISTK,1249120_38548574_83463570.wav,My shower drain is full of hair every time.,40925305,Hair falling out
88,no_clipping,1.0,light_noise,0.6667,3.0,audible_speaker,0.6875,27392644,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_27392644_86164706.wav&key=test_key_TISTK,1249120_27392644_86164706.wav,I have front head pain and when I get it the light bothers me.,1883056,Head ache
89,no_clipping,1.0,no_noise,1.0,3.33,audible_speaker,0.6735,27392644,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_27392644_78038831.wav&key=test_key_TISTK,1249120_27392644_78038831.wav,Even though I'm an adult my face keeps breaking out in pimples.,19638651,Acne
90,no_clipping,1.0,light_noise,1.0,3.33,audible_speaker,1.0,44197979,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44197979_109954671.wav&key=test_key_TISTK,1249120_44197979_109954671.wav,When I get out of bed in the morning my body feels very weak.,1883056,Body feels weak
91,no_clipping,1.0,no_noise,0.6684,3.67,audible_speaker,0.6684,43855932,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43855932_105242356.wav&key=test_key_TISTK,1249120_43855932_105242356.wav,My knee catches and hurts when I first stand up after sitting.,43755034,Knee pain
92,no_clipping,1.0,light_noise,0.693,3.33,audible_speaker,1.0,43665783,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43665783_84776699.wav&key=test_key_TISTK,1249120_43665783_84776699.wav,"surgical wounds red, firing pus, painful and hot to the touch",44096379,Infected wound
93,no_clipping,1.0,no_noise,1.0,3.67,audible_speaker,1.0,43719934,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43719934_22444850.wav&key=test_key_TISTK,1249120_43719934_22444850.wav,Feel like something is being jabbed into my joints,44164300,Joint pain
94,no_clipping,1.0,no_noise,0.6649,3.67,audible_speaker,1.0,43898272,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43898272_12278400.wav&key=test_key_TISTK,1249120_43898272_12278400.wav,The arches of my feet hurt when I wear heels,42082009,Foot ache
95,no_clipping,1.0,light_noise,1.0,3.0,audible_speaker,1.0,44259428,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44259428_83019694.wav&key=test_key_TISTK,1249120_44259428_83019694.wav,I feel pain in the lower back,44340112,Back pain
96,no_clipping,1.0,no_noise,0.6699,3.67,audible_speaker,1.0,43918153,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43918153_109595997.wav&key=test_key_TISTK,1249120_43918153_109595997.wav,I have a dull ache in my head,42082009,Head ache
97,no_clipping,0.6701,light_noise,0.6701,3.0,audible_speaker,0.6701,44027675,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44027675_33464746.wav&key=test_key_TISTK,1249120_44027675_33464746.wav,The arches of my feet hurt when I wear heels,42082009,Foot ache
